"","ID_new","PraiseEmpathy1","PraiseEmpathy2","PraiseEmpathy3","PraiseEmpathy4","PraiseEmpathy5","PraiseEmpathy6","PraiseEmpathy7","PraiseEmpathy8","PraiseEmpathy9","PraiseEmpathy10","PraiseEmpathy11","PraiseEmpathy12","PraiseEmpathy13","PraiseEmpathy14","PraiseEmpathy15","PraiseEmpathy1a","PraiseEmpathy2a","PraiseEmpathy3a","PraiseEmpathy4a","PraiseEmpathy5a","PraiseEmpathy6a","PraiseEmpathy7a","PraiseEmpathy8a","PraiseEmpathy9a","PraiseEmpathy10a","PraiseEmpathy11a","PraiseEmpathy12a","PraiseEmpathy13a","PraiseEmpathy14a","PraiseEmpathy15a","Aa","Ba","Ca","Q415","Q427","Q436","Q448","Q460","Q472","Q484","Q496","Q508","Q520","Q532","Q544","Ab_1","Bb_1","Cb_1","Q418_1","Q430_1","Q439_1","Q451_1","Q463_1","Q475_1","Q487_1","Q499_1","Q511_1","Q523_1","Q535_1","Q547_1","Ab_2","Bb_2","Cb_2","Q418_2","Q430_2","Q439_2","Q451_2","Q463_2","Q475_2","Q487_2","Q499_2","Q511_2","Q523_2","Q535_2","Q547_2","Ab_3","Bb_3","Cb_3","Q418_3","Q430_3","Q439_3","Q451_3","Q463_3","Q475_3","Q487_3","Q499_3","Q511_3","Q523_3","Q535_3","Q547_3","Ac","Bc","Cc","Q421","Q433","Q442","Q454","Q466","Q478","Q490","Q502","Q514","Q526","Q538","Q550","attrite_1","attrite_2","attrite_3","attrite_4","attrite_5","attrite_6","attrite_7","attrite_8","attrite_9","attrite_10","attrite_11","attrite_12","attrite_13","attrite_14","attrite_15","firstimage_race","secondimage_race","thirdimage_race","fourthimage_race","fifthimage_race","sixthimage_race","seventhimage_race","eighthimage_race","ninethimage_race","tenthimage_race","eleventhimage_race","twelfthimage_race","thirteenthimage_race","fourteenthimage_race","fifteenthimage_race","firstimage_emotion","secondimage_emotion","thirdimage_emotion","fourthimage_emotion","fifthimage_emotion","sixthimage_emotion","seventhimage_emotion","eighthimage_emotion","ninethimage_emotion","tenthimage_emotion","eleventhimage_emotion","twelfthimage_emotion","thirteenthimage_emotion","fourteenthimage_emotion","fifteenthimage_emotion","ID","Age","Sex","Race","Education","Income","Religion","pres_approval","ideology","Party","post17","BaseEmpathy_1","BaseEmpathy_2","BaseEmpathy_3","BaseEmpathy_4","BaseEmpathy_5","BaseEmpathy_6","BaseEmpathy_7","BaseEmpathy_8","BaseEmpathy_1_n","BaseEmpathy_2_n","BaseEmpathy_3_n","BaseEmpathy_4_n","BaseEmpathy_5_n","BaseEmpathy_6_n","BaseEmpathy_7_n","BaseEmpathy_8_n","BaseEmpathy_perspective","BaseEmpathy_warm","BaseEmpathy_anxiety","BaseEmpathy_imagination","trial","describeORfeel","describeORfeel1","describeORfeel2","describeORfeel3","describeORfeel4","describeORfeel5","describeORfeel6","describeORfeel7","describeORfeel8","describeORfeel9","describeORfeel10","describeORfeel11","describeORfeel12","describeORfeel13","describeORfeel14","describeORfeel15","PraiseEmpathy","PraiseEmpathy_a","text1","text2","text3","text4","therm","attrite","race_randomized","emotion_randomized","describeORfeel_new","race_randomized2","emotion_randomized2","PraiseDescribe_v_Control","trump_approval_n","BaseEmpathy_battery","BaseEmpathy_tercile","text"
"4023",4023,NA,NA,0,1,0,1,0,1,1,0,1,0,NA,0,0,0,0,NA,1,NA,1,NA,1,1,NA,1,NA,0,NA,NA,"This person is about 30, male and African-American","I feel like this person is silly and the life of the party.","I feel like this person has experienced a lot in life and is somewhat angrier because of it.","I feel like this person is skittish and quiet because of the bad things he has experienced.","This looks like a late teen, male and a white person.","This is a mid to late 20’s white male.","I feel like this person is skittish and afraid and has seen a lot in life.","This is around a 40-year-old black man.","This person is feeling anger and has experienced hate.","This is a late 30’s white male.","This person is somewhat sheltered but has a good attitude and sense of humor.","This is a mid 20’s, African-American male.","This person feels a lot and takes things personally, but deflects on most of his experiences.","This is a late 30s, male, African-American","This person enjoys laughing and trying new things.","Younger","Goofy","Scornful","Quiet","Mad","Flamboyant","Careful","Older","Skeptical","Tender","Laughter","Young","Scared","Masculine","Explorer","Male","Kind","Difficult","Scared","Impulsive","Fun","Afraid","Masculine","Discrimination","Awkward","Clowning","Mixed","Unhappy","Dark","Clownish","Black","Perceptive","Stubborn","Sad","Wild","Expressive","Difficult","Experienced","Revenge","Uneasy","Goofy","Feminine","Hurt","Experienced","Funny","7","7","1","7","3","9","6","0","4","5","7","8","6","0","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","B","B","W","W","B","B","B","W","W","B","W","B","W","F","F","A","F","A","F","F","A","A","F","F","F","F","A","F",87,"31-40","Male","White","Bachelor's degree (BA/BS)","Less than 25k","Atheist/agnostic","7","2","Strong Democrat",4,"Somewhat describes me","Somewhat describes me","Describes me","Describes me very well","Describes me very well","Does not describe me","Describes me very well","Describes me very well",3,3,4,5,5,2,5,5,6,9,7,10,"describeORfeel13",1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,NA,0,"This person feels a lot and takes things personally, but deflects on most of his experiences.","Scared","Unhappy","Hurt","6",0,"W","F",0.5,0,0,1,1,32,"Medium","This person feels a lot and takes things personally, but deflects on most of his experiences. Scared Unhappy Hurt"
"4026",4026,0,0,1,1,NA,0,0,1,NA,0,1,0,0,0,0,NA,NA,1,1,0,NA,NA,1,0,NA,1,NA,NA,NA,NA,"This person looks 22, male and black.","This person looks young, male, and mixed race","This person looks very confused and a bit annoyed","This person looks around 30, male, and white","This person looks like hes in his early 20s, white, and male","This person looks middle aged, male, and black","This person looks middle aged, male and black","This person looks very happy but slightly confused","This person looks very angry","This person looks young,white, and male","This person looks middle aged, male, and black","This person looks very confused and perterbed","This person looks very confused and uneasy","This person looks young, male, and black","This person looks very confused and annoyed","22","young","confused","30","early 20s","middle aged","black","happy","angry","young","middle aged","confused","confused","young","annoyed","male","mixed-race","annoyed","male","male","male","male","content","upset","male","black","perturbed","uneasy","male","confused","black","male","perturbed","white","white","black","middle aged","confused","determined","white","male","worried","scared","black","disgusted","3","4","4","4","3","3","7","8","4","6","3","3","3","7","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","W","W","W","B","B","B","B","W","B","W","W","B","B","A","A","A","F","F","A","F","F","A","F","F","F","F","F","A",90,"20-30","Female","White","Bachelor's degree (BA/BS)","75k to less than 100k","Nothing in particular","7","3","Lean Democrat",3,"Describes me very well","Describes me very well","Describes me very well","Describes me","Somewhat describes me","Somewhat describes me","Describes me","Describes me very well",5,5,5,4,3,3,4,5,10,9,6,9,"describeORfeel13",1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,NA,"This person looks very confused and uneasy","confused","uneasy","scared","3",0,"W","F",0.5,0,0,0,1,34,"High","This person looks very confused and uneasy confused uneasy scared"
"4033",4033,1,0,1,0,1,0,0,0,0,1,1,0,0,0,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,"black male, in his twenties","He looks dissapointed, and not very happy.","white male, in his teens","black male in his twenties","he looks dissapointed and unhappy","black male around 30","he looks upset","black male in his twenties","he looks nervous and a little scared.","white male around 30","He looks a little confused","black male in his twenties","he looks concerned and unhappy","white male, in his teens","He looks confused","black","dissapointed","white","black","mad","black","upset","black","afraid","white","confused","black","concerned","caucasian","confused","male","unhappy","male","male","dissapointed","male","unhappy","male","nervous","male","nervous","male","unhappy","male","surprised","twenties","mad","teen","twenties","condasending","thirties","disgusted","twenties","anxious","thirties","unhappy","twenties","angry","teenager","perplexed","5","6","3","5","4","4","5","6","6","5","5","6","5","6","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","W","W","B","B","B","W","B","W","W","W","B","B","W","B","F","A","A","A","A","A","A","F","F","F","F","F","A","F","F",97,"51-60","Male","White","Associate degree","50k to less than 75k","Protestant","2","5","Lean Republican",3,"Describes me","Describes me","Describes me","Describes me very well","Does not describe me","Does not describe me well","Describes me","Describes me",4,4,4,5,2,1,4,4,8,9,3,8,"describeORfeel13",1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,NA,"he looks concerned and unhappy","concerned","unhappy","angry","5",0,"B","A",0.5,1,1,0,6,28,"Medium","he looks concerned and unhappy concerned unhappy angry"
"4036",4036,0,1,0,1,1,1,NA,1,1,1,NA,0,1,NA,1,NA,1,NA,1,1,1,0,1,1,1,0,NA,1,0,1,"This is a 35 year old Caucasian male.","This person looks quite angry and overbearing.","This person looks very aggressive and mean.","This person looks confident while trying to show how mean they look.","This person looks surprised and excited.","This person look focused and aggressive.","This is a 25 year old Caucasian male.","This is a 28 year old African American male.","This is a 35 year old African male.","This is a 30 year old Caucasian male.","This person looks quite surprised and afraid.","This person looks concerned and unsure of themselves.","This person looks very intense and serious.","This person looks constipated and nervous.","This person looks surprised and in awe.","white","angry","aggressive","angry","shock","mean","youthful","masculine","aging","pale","scary","surprised","mean","nervous","concerned","masculine","mean","strong","upset","startled","confident","pale","dark","dark","masculine","fearful","concerned","angry","concerned","focused","pale","disgust","mean","focused","surprised","focused","masculine","young","masculine","youthful","concerned","scared","upset","focused","scared","3","1","0","1","2","3","5","2","4","6","6","3","1","5","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","B","B","B","B","W","W","B","B","W","W","B","B","W","W","F","A","A","A","F","A","A","A","F","A","F","F","A","A","F",100,"31-40","Male","Native Hawaiian or Pacific Islander","Associate degree","75k to less than 100k","Protestant","2","5","Lean Republican",5,"Somewhat describes me","Somewhat describes me","Describes me","Describes me","Describes me","Does not describe me","Describes me","Describes me",3,3,4,4,4,2,4,4,6,8,6,8,"describeORfeel13",1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,"This person looks very intense and serious.","mean","angry","upset","1",0,"B","A",0.5,1,1,NA,6,28,"Medium","This person looks very intense and serious. mean angry upset"
"4040",4040,0,1,NA,1,NA,NA,NA,1,1,0,NA,1,NA,1,NA,NA,1,0,1,0,0,0,1,1,NA,0,1,0,1,0,"panic","angry man age 27 white","shocking","happy","angry","weird","panic","panic","happy","27,male,white","angry","angry","happy","angry","angry","panic","27","27","happy","angry","wierd","panic","panic","happy","27","angry","angry","happy","angry","angry","shock","angry","male","smile","hurt","angry","angry","shock","shock","male","angry","angry","happy","angry","angry","fragile","white","white","laugh","fragile","fragile","wierd","fragile","fragile","white","angry","angry","happy","angry","angry","9","7","7","7","7","7","7","8","7","7","7","7","8","8","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","B","B","W","B","W","W","B","W","W","W","W","B","B","B","F","F","F","F","A","A","F","F","F","F","A","A","A","A","F",104,"20-30","Male","Other","Bachelor's degree (BA/BS)","25k to less than 50k","Roman Catholic","2","2","Republican",3,"Describes me","Describes me","Somewhat describes me","Somewhat describes me","Somewhat describes me","Somewhat describes me","Describes me","Describes me",4,4,3,3,3,3,4,4,8,6,6,8,"describeORfeel13",1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,NA,0,"happy","happy","happy","happy","8",0,"B","A",0.5,1,1,1,6,28,"Medium","happy happy happy happy"
"4041",4041,1,NA,NA,0,NA,1,1,NA,0,NA,1,0,1,1,1,1,0,0,NA,0,1,1,0,NA,0,1,NA,1,1,1,"it is a very serious person","He was a 26 year old man and He is a black african america","he is very ugly face with irritable person","He is a 28 old man and he is male and he is african american","A man is an adult male human and he is very angry","he is a very good  person and nice to hear","he is very irritable person","he is very survprice","he is a normal person","he is very surprise","he is very surprice","he is very angry","he is very care","he is very angry","he is a very angry person","irritable","He is a 26 year old","ugly ","fear","angry","smile","ugly","30","normal","ugly","suprice","ugly","underrstand","angry","angry","smile","he is male","irritable","good","ugly","courageous","feeling","male","good","surprice","nice","brave","feel","brave","normal","good","he is african america","lust","honesty","brave","brave","crying","black afrcian","nice","brave","good","angry","care","courage","happy","7","7","7","6","7","6","7","6","8","10","9","1","7","9","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","B","W","B","W","B","B","W","B","W","B","W","B","B","A","A","F","F","A","F","A","F","A","F","F","A","F","A","F",105,"20-30","Male","Black or African American","Bachelor's degree (BA/BS)","25k to less than 50k","Roman Catholic","1","1","Strong Democrat",3,"Describes me very well","Describes me","Describes me very well","Describes me very well","Describes me","Describes me","Describes me very well","Describes me very well",5,4,5,5,4,4,5,5,9,10,8,10,"describeORfeel13",1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"he is very care","underrstand","feel","care","7",0,"W","F",0.5,0,0,NA,7,37,"High","he is very care underrstand feel care"
"4044",4044,1,1,NA,0,0,0,0,1,1,NA,1,1,0,0,0,1,1,0,NA,NA,NA,NA,1,1,0,1,1,NA,NA,NA,"This person seems to be a black male in their mid 20's","This person appears to be a back male in their mid 30's","The person appears to be a white male in the mid to late 20's","This person appears to be angry or suspicious of someone","This person seems to be slightly annoyed and angry, disgruntled. ","This person seems to be not happy with something","This person looks as if they're smiling in a situation where they would rather not.","Person appears to have been surprised with something unwanted","This person looks to be mad and slightly confused.","This person definitely seems to have been shocked in a big way","This person seems like they are mad about something and deep in thought.","This person is smiling but wincing at the same time as if they dont want to smile.","This person looks really mad but their expression has a child like feel to it.","This person seems definitely scared.","This person seems as if they're being confronted about something.","young","adult","young","untrusting","bothered","confused","forced","surprised","annoyed","surprised","frusterated","pressured","tantrum","intimidated","attacked","masculine","mannish","guy","defensive","irritated","disagreeing","resistance","apprehensive","irritated","startled","boiling","forced","mad","fear","confused","deep","brown","pale","judging","unapproving ","annoyed","effort","forced","deterred ","interested","mad","grimace","entitled","vulnerable","worried","2","5","2","2","2","3","5","4","4","5","2","3","0","5","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","W","W","W","B","B","W","W","B","W","B","W","W","B","A","F","F","A","A","A","F","F","A","F","A","F","A","F","F",108,"20-30","Female","White","Some college, but did not complete a degree","Less than 25k","Atheist/agnostic","7","1","Strong Democrat",3,"Describes me","Describes me very well","Describes me very well","Describes me very well","Describes me very well","Does not describe me","Describes me very well","Describes me very well",4,5,5,5,5,2,5,5,9,10,7,10,"describeORfeel13",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,"This person looks really mad but their expression has a child like feel to it.","tantrum","mad","entitled","0",0,"W","A",0.5,0,1,0,1,36,"High","This person looks really mad but their expression has a child like feel to it. tantrum mad entitled"
"4045",4045,1,0,NA,0,0,0,1,1,1,NA,NA,NA,1,0,NA,1,NA,0,NA,NA,NA,1,1,1,0,0,0,1,NA,0,"This person looks like they are scared and horrified. ","This person is a white man who is about 30 years old.","This person looks annoyed and a little bit angry.","This person is a black man who is in his mid 30s.","This person looks shocked and surprised.","This person is a younger black man.","This person looks like they are annoyed and disappointed.","This person appears to be angry and perturbed about something.","This person looks like they are curious and skeptical about something. ","This person is a white guy in his mid 20's.","This person is a Middle Eastern guy in his early 20's.","This person appears to be in complete shock and utter disbelief. ","The person here looks like they are annoyed at someone and are trying to stay calm.","The person here looks like they are annoyed and saddened by something that happened.","This person is a South Asian man in his 40's.","Scared","30","Annoyed","Thirties","Shocked","Young","Annoyed","Angry","Curious","Twenties","Young","Shock","Annoyed","Annoyed","Middle-aged","Horrified","Male","Angry","Male","Surprised","Male","Disappointed","Perturbed","Skeptical","Male","Male","Disbelief","Mad","Sad","Male","Frightened","White","Disgruntled","Black","Disbelief","Black","Upset","Annoyed","Intrigued","White","Middle Eastern","Astonishment","Rage","Hurt","South Asian","6","5","4","4","6","3","5","4","6","6","4","7","3","6","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","W","W","B","W","B","B","W","W","W","B","B","W","B","B","F","F","A","A","F","A","A","A","A","F","A","F","A","F","F",109,"31-40","Male","White","Some college, but did not complete a degree","50k to less than 75k","Atheist/agnostic","7","1","Strong Democrat",3,"Describes me","Describes me","Describes me very well","Describes me very well","Describes me very well","Describes me","Describes me very well","Describes me very well",4,4,5,5,5,4,5,5,8,10,9,10,"describeORfeel13",1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,"The person here looks like they are annoyed at someone and are trying to stay calm.","Annoyed","Mad","Rage","3",0,"W","A",0.5,0,1,NA,1,37,"High","The person here looks like they are annoyed at someone and are trying to stay calm. Annoyed Mad Rage"
"4046",4046,1,0,NA,NA,0,1,1,0,0,1,1,0,1,0,1,1,NA,0,0,NA,1,1,NA,NA,1,1,NA,1,NA,1,"This person is in his 30s, is black, and male.","This person is male, white, and in his late 20s.","This person is white, male, and around 40.","This man is male, black, and in his 20s.","This person is male, white, and around thirty.","This man is male and in his early 20s.","This male is black and around twenty years old.","This man is black and in his late 20s.","This man is upset and scared at what is in front of him.","This man is disappointed in someone in front of him.","This man is surprised. He just got caught stealing something.","This man appears nervous. He is trying to appear confident but not doing a very good job.","This man is surprised and trying to decide if he should run.","This man is white, possibly hispanic, and in his late 20s","This man is hispanic and near 30.","male","male","forty","male","thirty","twenties","twenty","late 20s","scared","disaapointed","scared","worried","scared","twenties","thirty","black","white","white","black","male","male","black","male","frightened","angry","worried","afraid","surprised","white","hispanic","30s","late 20s","male","20s","white","black","male","black","worried","wise","fearful","uneasy","fearful","male","male","6","6","5","6","6","7","7","6","8","7","4","6","7","6","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","W","W","B","W","B","B","B","B","B","W","W","B","W","B","A","F","A","A","A","A","F","A","F","A","F","F","F","F","A",110,"31-40","Female","White","Bachelor's degree (BA/BS)","25k to less than 50k","Nothing in particular","7","1","Strong Democrat",3,"Describes me","Describes me very well","Somewhat describes me","Describes me very well","Somewhat describes me","Does not describe me well","Describes me","Somewhat describes me",4,5,3,5,3,1,4,3,9,8,4,7,"describeORfeel13",1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,"This man is surprised and trying to decide if he should run.","scared","surprised","fearful","7",0,"B","F",0.5,1,0,NA,1,28,"Medium","This man is surprised and trying to decide if he should run. scared surprised fearful"
"4054",4054,NA,0,1,0,NA,0,1,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,0,NA,1,1,0,0,0,0,1,0,NA,"This person is experiencing joy in his feelings.","This person was fearful","This person is arguing","This guy was fearful.","This person is very controlled with his emotions","This person was very angry.","This guy is arguing about something very angrily.","This guy appears to be very sad","This guy is arguing about something very angrily.","This guy was listening to something","This person was focused on something","This guy was very excited","This guy was concerned about something","This guy is very disturbed by something.","This guy was crying.","Happy","Fear","Angry","Fear","Angry","Angry","Argue","Sad","Angry","Listening","Focused","Excited","Concerned","Disturbed","Crying","Unstable","Hopeless","Arguing","Confused","Unaware","Fight","Angry","Crying","Argue","Occupied","Listening","Strange","Focused","Sad","Fear","Expressive","Insecured","Masculine","Unaware","Calm","Unforgiven","Masculine","Unaware","Intentional","Focused","Clear","Focusing","Excited","Crying","Insecure","9","1","2","0","2","0","1","0","4","6","7","6","7","1","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","B","W","W","B","W","W","B","B","W","W","W","W","B","F","F","A","F","A","A","A","F","F","A","A","F","F","F","F",118,"20-30","Male","White","Bachelor's degree (BA/BS)","50k to less than 75k","Roman Catholic","2","5","Lean Republican",2,"Does not describe me well","Describes me","Somewhat describes me","Describes me very well","Does not describe me well","Describes me","Describes me very well","Describes me",1,4,3,5,1,4,5,4,5,8,5,9,"describeORfeel13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"This guy was concerned about something","Concerned","Focused","Excited","7",0,"W","F",0.5,0,0,NA,6,27,"Low","This guy was concerned about something Concerned Focused Excited"
